,workflowType,workflowId,startTime,endTime,executionTime
0,iotse_prototype_interlaced,193788b0-1e27-4190-b0ad-2547098e9eb1,2018-04-18T08:37:56Z,2018-04-18T08:38:06Z,10372
1,iotse_prototype_interlaced,a9b63be6-d845-437e-8270-479572705dc5,2018-04-18T08:37:43Z,2018-04-18T08:37:57Z,14258
2,iotse_prototype_interlaced,affcd7e9-4c10-4138-86f5-ea8df410e584,2018-04-18T08:37:30Z,2018-04-18T08:37:45Z,14258
3,iotse_prototype_interlaced,3c50deb1-df60-4ff7-9fcd-74341c34f5ce,2018-04-18T08:37:18Z,2018-04-18T08:37:28Z,9991
4,iotse_prototype_interlaced,2f216851-36bb-42ea-b4fe-6b10fca05c34,2018-04-18T08:37:05Z,2018-04-18T08:37:17Z,11988
5,iotse_prototype_interlaced,3955f890-833c-4663-b13a-24da7f16bae3,2018-04-18T08:36:53Z,2018-04-18T08:37:04Z,11164
6,iotse_prototype_interlaced,9c5b8f27-9b7f-4b82-923a-e985178ef287,2018-04-18T08:36:40Z,2018-04-18T08:36:50Z,10590
7,iotse_prototype_interlaced,811562b5-7029-4a5d-b147-c16278db8964,2018-04-18T08:36:27Z,2018-04-18T08:36:39Z,12688
8,iotse_prototype_interlaced,a9704504-a8e4-427e-b2b6-04f0f1456683,2018-04-18T08:36:14Z,2018-04-18T08:36:29Z,15555
9,iotse_prototype_interlaced,717ed9ac-0d36-423c-804a-21c0b93beb84,2018-04-18T08:36:01Z,2018-04-18T08:36:15Z,13976
10,iotse_prototype_interlaced,51cb6393-28b7-430a-b2ba-b74acd9c20e0,2018-04-18T08:35:49Z,2018-04-18T08:36:00Z,11743
11,iotse_prototype_interlaced,15ccd514-4905-4d1d-b4f9-c08aad983e8b,2018-04-18T08:35:35Z,2018-04-18T08:35:48Z,12214
12,iotse_prototype_interlaced,bd68b0cf-2319-4160-82e9-9a48e694e83f,2018-04-18T08:35:23Z,2018-04-18T08:35:39Z,16020
13,iotse_prototype_interlaced,b36f2d58-97df-4c71-8c17-997c182f02d1,2018-04-18T08:35:10Z,2018-04-18T08:35:24Z,14366
14,iotse_prototype_interlaced,9cebdeb0-cbf2-4137-b46c-d9815b5cf665,2018-04-18T08:34:57Z,2018-04-18T08:35:11Z,13889
15,iotse_prototype_interlaced,d555d7b7-7cd2-438f-9838-b67de6f2788d,2018-04-18T08:34:44Z,2018-04-18T08:35:00Z,15338
16,iotse_prototype_interlaced,1382bdb6-fd77-4946-b229-a20c7229b683,2018-04-18T08:34:32Z,2018-04-18T08:34:43Z,11486
17,iotse_prototype_interlaced,ba91d6be-5a45-4799-831d-1fbaf52e39e6,2018-04-18T08:34:19Z,2018-04-18T08:34:32Z,12759
18,iotse_prototype_interlaced,495173c4-7588-4be0-9ed0-5b56edf699c2,2018-04-18T08:34:06Z,2018-04-18T08:34:20Z,14075
19,iotse_prototype_interlaced,e9e57533-e119-4c3c-a6bb-9d3665543b3b,2018-04-18T08:33:54Z,2018-04-18T08:34:05Z,11447
20,iotse_prototype_interlaced,1cef62c4-73f9-4ecb-ae13-134473f9a3b5,2018-04-18T08:33:41Z,2018-04-18T08:33:53Z,11580
21,iotse_prototype_interlaced,c0062cee-7cb4-47fb-a1b1-feb5381c3c4c,2018-04-18T08:33:28Z,2018-04-18T08:33:41Z,12449
22,iotse_prototype_interlaced,b71b4fd3-3596-44cb-b924-0041c91f3394,2018-04-18T08:33:15Z,2018-04-18T08:33:29Z,13469
23,iotse_prototype_interlaced,bf8ecc71-5b2e-4a5d-9170-9868a2754dbe,2018-04-18T08:33:03Z,2018-04-18T08:33:12Z,8540
24,iotse_prototype_interlaced,4c0d088d-0139-421f-9d51-54f209fbd149,2018-04-18T08:32:50Z,2018-04-18T08:33:00Z,9384
25,iotse_prototype_interlaced,658c7773-d0bf-4e18-ba01-ec060d9c917c,2018-04-18T08:32:38Z,2018-04-18T08:32:48Z,9835
26,iotse_prototype_interlaced,71172eba-faad-4a25-aee3-ef5beec61cba,2018-04-18T08:32:25Z,2018-04-18T08:32:34Z,8493
27,iotse_prototype_interlaced,ebffbb74-d2d6-4df9-b36e-b14c664457c0,2018-04-18T08:32:13Z,2018-04-18T08:32:22Z,8943
28,iotse_prototype_interlaced,c7b8197c-26c4-48dd-a815-7706da544d98,2018-04-18T08:32:00Z,2018-04-18T08:32:10Z,9550
29,iotse_prototype_interlaced,540b53a6-9757-4ed1-a4fe-8776fb0c9518,2018-04-18T08:31:48Z,2018-04-18T08:31:59Z,11712
